2026-05-05 05:37:13,116 [INFO] filter_nq_unknown: Resuming from state: last_processed_index=10207, evaluated=10208, known=208, unknown=10000/50000
2026-05-05 05:37:13,812 [INFO] filter_nq_unknown: Loading google-research-datasets/nq_open split=train ...
2026-05-05 05:37:16,814 [INFO] filter_nq_unknown: Shuffling dataset with seed=42 (deterministic) ...
2026-05-05 05:37:16,816 [INFO] filter_nq_unknown: Dataset size after shuffle: 87925 items
2026-05-05 05:37:18,608 [INFO] filter_nq_unknown: Loading tokenizer: Qwen/Qwen2.5-0.5B-Instruct
2026-05-05 05:37:19,603 [INFO] filter_nq_unknown: Loading model: Qwen/Qwen2.5-0.5B-Instruct  dtype=bfloat16  device=cuda
`torch_dtype` is deprecated! Use `dtype` instead!
2026-05-05 05:37:19,742 [WARNING] transformers.configuration_utils: `torch_dtype` is deprecated! Use `dtype` instead!
The following generation flags are not valid and may be ignored: ['temperature', 'top_p', 'top_k']. Set `TRANSFORMERS_VERBOSITY=info` for more details.
2026-05-05 05:37:21,073 [WARNING] transformers.generation.configuration_utils: The following generation flags are not valid and may be ignored: ['temperature', 'top_p', 'top_k']. Set `TRANSFORMERS_VERBOSITY=info` for more details.
Processed 10240 | Known 208 | Unknown 10032/50000 | Failure rate: 98.0% | 8101.7 items/s
Processed 46144 | Known 947 | Unknown 45197/50000 | Failure rate: 97.9% | 61.0 items/s
Processed 46176 | Known 948 | Unknown 45228/50000 | Failure rate: 97.9% | 60.9 items/s
Processed 46208 | Known 948 | Unknown 45260/50000 | Failure rate: 97.9% | 60.9 items/s
Processed 46240 | Known 950 | Unknown 45290/50000 | Failure rate: 97.9% | 60.9 items/s
Processed 46272 | Known 950 | Unknown 45322/50000 | Failure rate: 97.9% | 60.9 items/s
Processed 46304 | Known 950 | Unknown 45354/50000 | Failure rate: 97.9% | 60.9 items/s
Processed 46336 | Known 950 | Unknown 45386/50000 | Failure rate: 97.9% | 60.9 items/s
Processed 46368 | Known 951 | Unknown 45417/50000 | Failure rate: 97.9% | 60.9 items/s
Processed 46400 | Known 951 | Unknown 45449/50000 | Failure rate: 98.0% | 60.9 items/s
Processed 46432 | Known 951 | Unknown 45481/50000 | Failure rate: 98.0% | 60.9 items/s
Processed 46464 | Known 951 | Unknown 45513/50000 | Failure rate: 98.0% | 60.9 items/s
Processed 46496 | Known 952 | Unknown 45544/50000 | Failure rate: 98.0% | 60.8 items/s
Processed 46528 | Known 953 | Unknown 45575/50000 | Failure rate: 98.0% | 60.8 items/s
Processed 46560 | Known 954 | Unknown 45606/50000 | Failure rate: 98.0% | 60.8 items/s
Processed 46592 | Known 955 | Unknown 45637/50000 | Failure rate: 98.0% | 60.8 items/s
Processed 46624 | Known 955 | Unknown 45669/50000 | Failure rate: 98.0% | 60.8 items/s
Processed 46656 | Known 955 | Unknown 45701/50000 | Failure rate: 98.0% | 60.8 items/s
Processed 46688 | Known 955 | Unknown 45733/50000 | Failure rate: 98.0% | 60.8 items/s
Processed 46720 | Known 955 | Unknown 45765/50000 | Failure rate: 98.0% | 60.8 items/s
Processed 46752 | Known 957 | Unknown 45795/50000 | Failure rate: 98.0% | 60.8 items/s
Processed 46784 | Known 958 | Unknown 45826/50000 | Failure rate: 98.0% | 60.7 items/s
Processed 46816 | Known 958 | Unknown 45858/50000 | Failure rate: 98.0% | 60.7 items/s
Processed 46848 | Known 958 | Unknown 45890/50000 | Failure rate: 98.0% | 60.7 items/s
Processed 46880 | Known 959 | Unknown 45921/50000 | Failure rate: 98.0% | 60.7 items/s
Processed 46912 | Known 959 | Unknown 45953/50000 | Failure rate: 98.0% | 60.7 items/s
Processed 46944 | Known 960 | Unknown 45984/50000 | Failure rate: 98.0% | 60.7 items/s
Processed 46976 | Known 960 | Unknown 46016/50000 | Failure rate: 98.0% | 60.6 items/s
Processed 47008 | Known 961 | Unknown 46047/50000 | Failure rate: 98.0% | 60.6 items/s
Processed 47040 | Known 962 | Unknown 46078/50000 | Failure rate: 98.0% | 60.6 items/s
Processed 47072 | Known 962 | Unknown 46110/50000 | Failure rate: 98.0% | 60.6 items/s
Processed 47104 | Known 962 | Unknown 46142/50000 | Failure rate: 98.0% | 60.6 items/s
Processed 47136 | Known 963 | Unknown 46173/50000 | Failure rate: 98.0% | 60.6 items/s
Processed 47168 | Known 963 | Unknown 46205/50000 | Failure rate: 98.0% | 60.6 items/s
Processed 47200 | Known 965 | Unknown 46235/50000 | Failure rate: 98.0% | 60.6 items/s
Processed 47232 | Known 965 | Unknown 46267/50000 | Failure rate: 98.0% | 60.6 items/s
Processed 47264 | Known 965 | Unknown 46299/50000 | Failure rate: 98.0% | 60.5 items/s
Processed 47296 | Known 966 | Unknown 46330/50000 | Failure rate: 98.0% | 60.5 items/s
Processed 47328 | Known 966 | Unknown 46362/50000 | Failure rate: 98.0% | 60.5 items/s
Processed 47360 | Known 966 | Unknown 46394/50000 | Failure rate: 98.0% | 60.5 items/s
Processed 47392 | Known 966 | Unknown 46426/50000 | Failure rate: 98.0% | 60.5 items/s
Processed 47424 | Known 967 | Unknown 46457/50000 | Failure rate: 98.0% | 60.5 items/s
Processed 47456 | Known 968 | Unknown 46488/50000 | Failure rate: 98.0% | 60.5 items/s
Processed 47488 | Known 969 | Unknown 46519/50000 | Failure rate: 98.0% | 60.5 items/s
Processed 47520 | Known 969 | Unknown 46551/50000 | Failure rate: 98.0% | 60.5 items/s
Processed 47552 | Known 970 | Unknown 46582/50000 | Failure rate: 98.0% | 60.4 items/s
Processed 47584 | Known 970 | Unknown 46614/50000 | Failure rate: 98.0% | 60.4 items/s
Processed 47616 | Known 970 | Unknown 46646/50000 | Failure rate: 98.0% | 60.4 items/s
Processed 47648 | Known 972 | Unknown 46676/50000 | Failure rate: 98.0% | 60.4 items/s
Processed 47680 | Known 972 | Unknown 46708/50000 | Failure rate: 98.0% | 60.4 items/s
Processed 47712 | Known 973 | Unknown 46739/50000 | Failure rate: 98.0% | 60.4 items/s
Processed 47744 | Known 975 | Unknown 46769/50000 | Failure rate: 98.0% | 60.4 items/s
Processed 47776 | Known 975 | Unknown 46801/50000 | Failure rate: 98.0% | 60.4 items/s
Processed 47808 | Known 976 | Unknown 46832/50000 | Failure rate: 98.0% | 60.4 items/s
Processed 47840 | Known 976 | Unknown 46864/50000 | Failure rate: 98.0% | 60.3 items/s
Processed 47872 | Known 976 | Unknown 46896/50000 | Failure rate: 98.0% | 60.3 items/s
Processed 47904 | Known 977 | Unknown 46927/50000 | Failure rate: 98.0% | 60.3 items/s
Processed 47936 | Known 977 | Unknown 46959/50000 | Failure rate: 98.0% | 60.3 items/s
Processed 47968 | Known 977 | Unknown 46991/50000 | Failure rate: 98.0% | 60.3 items/s
Processed 48000 | Known 977 | Unknown 47023/50000 | Failure rate: 98.0% | 60.3 items/s
Processed 48032 | Known 978 | Unknown 47054/50000 | Failure rate: 98.0% | 60.3 items/s
Processed 48064 | Known 978 | Unknown 47086/50000 | Failure rate: 98.0% | 60.3 items/s
Processed 48096 | Known 979 | Unknown 47117/50000 | Failure rate: 98.0% | 60.3 items/s
Processed 48128 | Known 981 | Unknown 47147/50000 | Failure rate: 98.0% | 60.2 items/s
Processed 48160 | Known 982 | Unknown 47178/50000 | Failure rate: 98.0% | 60.2 items/s
Processed 48192 | Known 982 | Unknown 47210/50000 | Failure rate: 98.0% | 60.2 items/s
Processed 48224 | Known 984 | Unknown 47240/50000 | Failure rate: 98.0% | 60.2 items/s
Processed 48256 | Known 985 | Unknown 47271/50000 | Failure rate: 98.0% | 60.2 items/s
Processed 48288 | Known 987 | Unknown 47301/50000 | Failure rate: 98.0% | 60.2 items/s
Processed 48320 | Known 987 | Unknown 47333/50000 | Failure rate: 98.0% | 60.2 items/s
Processed 48352 | Known 987 | Unknown 47365/50000 | Failure rate: 98.0% | 60.2 items/s
Processed 48384 | Known 988 | Unknown 47396/50000 | Failure rate: 98.0% | 60.2 items/s
Processed 48416 | Known 989 | Unknown 47427/50000 | Failure rate: 98.0% | 60.2 items/s
Processed 48448 | Known 989 | Unknown 47459/50000 | Failure rate: 98.0% | 60.2 items/s
Processed 48480 | Known 989 | Unknown 47491/50000 | Failure rate: 98.0% | 60.2 items/s
Processed 48512 | Known 990 | Unknown 47522/50000 | Failure rate: 98.0% | 60.2 items/s
Processed 48544 | Known 990 | Unknown 47554/50000 | Failure rate: 98.0% | 60.1 items/s
Processed 48576 | Known 991 | Unknown 47585/50000 | Failure rate: 98.0% | 60.1 items/s
Processed 48608 | Known 993 | Unknown 47615/50000 | Failure rate: 98.0% | 60.1 items/s
Processed 48640 | Known 993 | Unknown 47647/50000 | Failure rate: 98.0% | 60.1 items/s
Processed 48672 | Known 993 | Unknown 47679/50000 | Failure rate: 98.0% | 60.1 items/s
Processed 48704 | Known 994 | Unknown 47710/50000 | Failure rate: 98.0% | 60.1 items/s
Processed 48736 | Known 995 | Unknown 47741/50000 | Failure rate: 98.0% | 60.1 items/s
Processed 48768 | Known 995 | Unknown 47773/50000 | Failure rate: 98.0% | 60.1 items/s
Processed 48800 | Known 995 | Unknown 47805/50000 | Failure rate: 98.0% | 60.0 items/s
Processed 48832 | Known 996 | Unknown 47836/50000 | Failure rate: 98.0% | 60.0 items/s
Processed 48864 | Known 998 | Unknown 47866/50000 | Failure rate: 98.0% | 60.0 items/s
Processed 48896 | Known 998 | Unknown 47898/50000 | Failure rate: 98.0% | 60.0 items/s
Processed 48928 | Known 998 | Unknown 47930/50000 | Failure rate: 98.0% | 60.0 items/s
Processed 48960 | Known 999 | Unknown 47961/50000 | Failure rate: 98.0% | 60.0 items/s
Processed 48992 | Known 999 | Unknown 47993/50000 | Failure rate: 98.0% | 60.0 items/s
Processed 49024 | Known 999 | Unknown 48025/50000 | Failure rate: 98.0% | 60.0 items/s
Processed 49056 | Known 999 | Unknown 48057/50000 | Failure rate: 98.0% | 60.0 items/s
Processed 49088 | Known 1001 | Unknown 48087/50000 | Failure rate: 98.0% | 60.0 items/s
Processed 49120 | Known 1001 | Unknown 48119/50000 | Failure rate: 98.0% | 59.9 items/s
Processed 49152 | Known 1001 | Unknown 48151/50000 | Failure rate: 98.0% | 59.9 items/s
Processed 49184 | Known 1001 | Unknown 48183/50000 | Failure rate: 98.0% | 59.9 items/s
Processed 49216 | Known 1002 | Unknown 48214/50000 | Failure rate: 98.0% | 59.9 items/s
Processed 49248 | Known 1003 | Unknown 48245/50000 | Failure rate: 98.0% | 59.9 items/s
Processed 49280 | Known 1004 | Unknown 48276/50000 | Failure rate: 98.0% | 59.9 items/s
Processed 49312 | Known 1004 | Unknown 48308/50000 | Failure rate: 98.0% | 59.9 items/s
Processed 49344 | Known 1004 | Unknown 48340/50000 | Failure rate: 98.0% | 59.9 items/s
Processed 49376 | Known 1004 | Unknown 48372/50000 | Failure rate: 98.0% | 59.8 items/s
Processed 49408 | Known 1005 | Unknown 48403/50000 | Failure rate: 98.0% | 59.8 items/s
Processed 49440 | Known 1005 | Unknown 48435/50000 | Failure rate: 98.0% | 59.8 items/s
Processed 49472 | Known 1007 | Unknown 48465/50000 | Failure rate: 98.0% | 59.8 items/s
Processed 49504 | Known 1008 | Unknown 48496/50000 | Failure rate: 98.0% | 59.8 items/s
Processed 49536 | Known 1008 | Unknown 48528/50000 | Failure rate: 98.0% | 59.8 items/s
Processed 49568 | Known 1008 | Unknown 48560/50000 | Failure rate: 98.0% | 59.8 items/s
Processed 49600 | Known 1009 | Unknown 48591/50000 | Failure rate: 98.0% | 59.8 items/s
Processed 49632 | Known 1009 | Unknown 48623/50000 | Failure rate: 98.0% | 59.7 items/s
Processed 49664 | Known 1009 | Unknown 48655/50000 | Failure rate: 98.0% | 59.7 items/s
Processed 49696 | Known 1009 | Unknown 48687/50000 | Failure rate: 98.0% | 59.7 items/s
Processed 49728 | Known 1011 | Unknown 48717/50000 | Failure rate: 98.0% | 59.7 items/s
Processed 49760 | Known 1013 | Unknown 48747/50000 | Failure rate: 98.0% | 59.7 items/s
Processed 49792 | Known 1013 | Unknown 48779/50000 | Failure rate: 98.0% | 59.7 items/s
Processed 49824 | Known 1013 | Unknown 48811/50000 | Failure rate: 98.0% | 59.7 items/s
Processed 49856 | Known 1014 | Unknown 48842/50000 | Failure rate: 98.0% | 59.7 items/s
Processed 49888 | Known 1014 | Unknown 48874/50000 | Failure rate: 98.0% | 59.7 items/s
Processed 49920 | Known 1015 | Unknown 48905/50000 | Failure rate: 98.0% | 59.7 items/s
Processed 49952 | Known 1015 | Unknown 48937/50000 | Failure rate: 98.0% | 59.6 items/s
Processed 49984 | Known 1016 | Unknown 48968/50000 | Failure rate: 98.0% | 59.6 items/s
Processed 50016 | Known 1016 | Unknown 49000/50000 | Failure rate: 98.0% | 59.6 items/s
Processed 50048 | Known 1018 | Unknown 49030/50000 | Failure rate: 98.0% | 59.6 items/s
Processed 50080 | Known 1018 | Unknown 49062/50000 | Failure rate: 98.0% | 59.6 items/s
Processed 50112 | Known 1019 | Unknown 49093/50000 | Failure rate: 98.0% | 59.6 items/s
Processed 50144 | Known 1019 | Unknown 49125/50000 | Failure rate: 98.0% | 59.6 items/s
Processed 50176 | Known 1019 | Unknown 49157/50000 | Failure rate: 98.0% | 59.6 items/s
Processed 50208 | Known 1020 | Unknown 49188/50000 | Failure rate: 98.0% | 59.6 items/s
Processed 50240 | Known 1021 | Unknown 49219/50000 | Failure rate: 98.0% | 59.6 items/s
Processed 50272 | Known 1022 | Unknown 49250/50000 | Failure rate: 98.0% | 59.5 items/s
Processed 50304 | Known 1023 | Unknown 49281/50000 | Failure rate: 98.0% | 59.5 items/s
Processed 50336 | Known 1023 | Unknown 49313/50000 | Failure rate: 98.0% | 59.6 items/s
Processed 50368 | Known 1024 | Unknown 49344/50000 | Failure rate: 98.0% | 59.5 items/s
Processed 50400 | Known 1025 | Unknown 49375/50000 | Failure rate: 98.0% | 59.5 items/s
Processed 50432 | Known 1025 | Unknown 49407/50000 | Failure rate: 98.0% | 59.5 items/s
Processed 50464 | Known 1025 | Unknown 49439/50000 | Failure rate: 98.0% | 59.5 items/s
Processed 50496 | Known 1025 | Unknown 49471/50000 | Failure rate: 98.0% | 59.5 items/s
Processed 50528 | Known 1025 | Unknown 49503/50000 | Failure rate: 98.0% | 59.5 items/s
Processed 50560 | Known 1026 | Unknown 49534/50000 | Failure rate: 98.0% | 59.5 items/s
Processed 50592 | Known 1027 | Unknown 49565/50000 | Failure rate: 98.0% | 59.5 items/s
Processed 50624 | Known 1027 | Unknown 49597/50000 | Failure rate: 98.0% | 59.5 items/s
Processed 50656 | Known 1028 | Unknown 49628/50000 | Failure rate: 98.0% | 59.4 items/s
Processed 50688 | Known 1028 | Unknown 49660/50000 | Failure rate: 98.0% | 59.4 items/s
Processed 50720 | Known 1028 | Unknown 49692/50000 | Failure rate: 98.0% | 59.4 items/s
Processed 50752 | Known 1029 | Unknown 49723/50000 | Failure rate: 98.0% | 59.4 items/s
Processed 50784 | Known 1029 | Unknown 49755/50000 | Failure rate: 98.0% | 59.4 items/s
Processed 50816 | Known 1029 | Unknown 49787/50000 | Failure rate: 98.0% | 59.4 items/s
Processed 50848 | Known 1029 | Unknown 49819/50000 | Failure rate: 98.0% | 59.4 items/s
Processed 50880 | Known 1032 | Unknown 49848/50000 | Failure rate: 98.0% | 59.4 items/s
Processed 50912 | Known 1033 | Unknown 49879/50000 | Failure rate: 98.0% | 59.3 items/s
Processed 50944 | Known 1033 | Unknown 49911/50000 | Failure rate: 98.0% | 59.3 items/s
Processed 50976 | Known 1033 | Unknown 49943/50000 | Failure rate: 98.0% | 59.3 items/s
Processed 51008 | Known 1035 | Unknown 49973/50000 | Failure rate: 98.0% | 59.3 items/s
Processed 51040 | Known 1035 | Unknown 50005/50000 | Failure rate: 98.0% | 59.3 items/s
2026-05-05 05:51:41,517 [INFO] filter_nq_unknown: Target reached: 50005 unknowns collected.
Done. evaluated=51040 known=1035 unknown=50005/50000 complete=True
